Result,Processor MHz,1st Level Cache,2nd Level Cache,3rd Level Cache,Memory
1,0.17164490925032716,0.29257829444074746,0.15727399696928693,0.3231985899075817,-0.07689847276552152
0.17164490925032716,1,-0.10231803634775125,-0.29660219001000987,0.07921791900933782,0.023495065775018035
0.29257829444074746,-0.10231803634775125,1,0.6985247380020373,0.12217296326738217,-0.21288405500690244
0.15727399696928693,-0.29660219001000987,0.6985247380020373,1,-0.04444463013382758,-0.1447093212354611
0.3231985899075817,0.07921791900933782,0.12217296326738217,-0.04444463013382758,1,0.15031944577687997
-0.07689847276552152,0.023495065775018035,-0.21288405500690244,-0.1447093212354611,0.15031944577687997,1
